term	canonical	roles	sources	source_types	parent_types	confidence	source_count	entry_count
jodhpur	jodhpur	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
joyful	joyful	expression_attribute	ovad	face expression	face expression	high	1	1
jumper (dress)	jumper (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
jumping	jumping	pose_attribute	vaw	pose	pose	high	1	1
kaftan	kaftan	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
kangaroo (pocket)	kangaroo (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
keyhole (neck)	keyhole (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
khaki	khaki	color_attribute|material_attribute	css_color_4|vaw	color|material	color|material	high	2	2
kilt	kilt	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
kimono	kimono	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
kimono (sleeve)	kimono (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
kissing	kissing	activity_attribute	vaw	activity	activity	high	1	1
knee (length)	knee (length)	size_attribute	fashionpedia	length	length	medium	1	1
kneeling	kneeling	pose_attribute	vaw	pose	pose	high	1	1
knitted	knitted	attribute|texture_attribute	dtd|vaw	other|texture	other|texture	high	2	2
lace up	lace up	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	1	1
lacelike	lacelike	texture_attribute	dtd	texture	texture	high	1	1
large	large	size_attribute	ovad|vaw	size	size	high	2	2
larger	larger	size_attribute	vaw	size comparison	size comparison	high	1	1
laughing	laughing	expression_attribute	ovad|vaw	face expression	face expression	high	2	2
lavender	lavender	color_attribute	css_color_4	color	color	high	1	1
lavenderblush	lavenderblush	color_attribute	css_color_4	color	color	high	1	1
lawngreen	lawngreen	color_attribute	css_color_4	color	color	high	1	1
leaning	leaning	pose_attribute	vaw	pose	pose	high	1	1
leaning back	leaning back	pose_attribute	vaw	pose	pose	high	1	1
leaping	leaping	pose_attribute	vaw	pose	pose	high	1	1
leather	leather	material_attribute	ovad|paco|vaw	material	material	high	3	3
leg of mutton (sleeve)	leg of mutton (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
leggings	leggings	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
lemonchiffon	lemonchiffon	color_attribute	css_color_4	color	color	high	1	1
leopard	leopard	motif_attribute	fashionpedia	animal	animal	medium	1	1
lettered	lettered	pattern_attribute	ovad	clothes pattern|pattern	pattern	high	1	2
letters, numbers	letters, numbers	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	1	1
light	light	tone_attribute|weight_attribute	ovad|vaw	hair tone|tone|weight	tone|weight	high	2	4
light blue	light blue	color_attribute	paco|vaw	color	color	high	2	2
light brown	light brown	color_attribute	paco|vaw	color	color	high	2	2
light colored	light colored	tone_attribute	vaw	tone	tone	high	1	1
light gray	light gray	color_attribute	vaw	color	color	high	1	1
light green	light green	color_attribute	paco|vaw	color	color	high	2	2
light grey	light grey	color_attribute	paco	color	color	high	1	1
light orange	light orange	color_attribute	paco	color	color	high	1	1
light pink	light pink	color_attribute	paco	color	color	high	1	1
light purple	light purple	color_attribute	paco	color	color	high	1	1
light red	light red	color_attribute	paco|vaw	color	color	high	2	2
light skinned	light skinned	color_attribute	vaw	skin color	skin color	high	1	1
light yellow	light yellow	color_attribute	paco|vaw	color	color	high	2	2
lightblue	lightblue	color_attribute	css_color_4	color	color	high	1	1
lightcoral	lightcoral	color_attribute	css_color_4	color	color	high	1	1
lightcyan	lightcyan	color_attribute	css_color_4	color	color	high	1	1
lightgoldenrodyellow	lightgoldenrodyellow	color_attribute	css_color_4	color	color	high	1	1
lightgray	lightgray	color_attribute	css_color_4	color	color	high	1	1
lightgreen	lightgreen	color_attribute	css_color_4	color	color	high	1	1
lightgrey	lightgrey	color_attribute	css_color_4	color	color	high	1	1
lightpink	lightpink	color_attribute	css_color_4	color	color	high	1	1
lightsalmon	lightsalmon	color_attribute	css_color_4	color	color	high	1	1
lightseagreen	lightseagreen	color_attribute	css_color_4	color	color	high	1	1
lightskyblue	lightskyblue	color_attribute	css_color_4	color	color	high	1	1
lightslategray	lightslategray	color_attribute	css_color_4	color	color	high	1	1
lightslategrey	lightslategrey	color_attribute	css_color_4	color	color	high	1	1
lightsteelblue	lightsteelblue	color_attribute	css_color_4	color	color	high	1	1
lightyellow	lightyellow	color_attribute	css_color_4	color	color	high	1	1
lime	lime	color_attribute	css_color_4	color	color	high	1	1
lime green	lime green	color_attribute	vaw	color	color	high	1	1
limegreen	limegreen	color_attribute	css_color_4	color	color	high	1	1
lined	lined	pattern_attribute|texture_attribute	dtd|ovad|vaw	clothes pattern|pattern|texture	pattern|texture	high	3	4
linen	linen	color_attribute	css_color_4	color	color	high	1	1
lining	lining	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
little	little	size_attribute	ovad|vaw	size	size	high	2	2
logo	logo	pattern_attribute	paco	pattern marking	pattern marking	high	1	1
long	long	size_attribute	ovad|vaw	hair length|length	length	high	2	3
looking at camera	looking at camera	pose_attribute	vaw	face pose	face pose	high	1	1
looking down	looking down	pose_attribute	vaw	face pose	face pose	high	1	1
looking up	looking up	pose_attribute	vaw	face pose	face pose	high	1	1
loose (fit)	loose (fit)	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
lounge (shorts)	lounge (shorts)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
low	low	size_attribute	vaw	height	height	high	1	1
low waist	low waist	clothing_cut_attribute	fashionpedia	waistline	waistline	medium	1	1
lying	lying	pose_attribute|spatial_attribute	ovad|vaw	pose|position	pose|position	high	2	2
mad	mad	expression_attribute	ovad	face expression	face expression	high	1	1
magenta	magenta	color_attribute	css_color_4	color	color	high	1	1
male	male	gender_attribute	ovad|vaw	gender	gender	high	2	2
man	man	gender_attribute	ovad	gender	gender	high	1	1
mandarin (collar)	mandarin (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
mao (jacket)	mao (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
marble	marble	material_attribute	ovad|vaw	material	material	high	2	2
marbled	marbled	texture_attribute	dtd	texture	texture	high	1	1
maroon	maroon	color_attribute	css_color_4|vaw	color	color	high	2	2
matted	matted	texture_attribute	dtd	texture	texture	high	1	1
maxi (length)	maxi (length)	size_attribute	fashionpedia	length	length	medium	1	1
mediumaquamarine	mediumaquamarine	color_attribute	css_color_4	color	color	high	1	1
mediumblue	mediumblue	color_attribute	css_color_4	color	color	high	1	1
mediumorchid	mediumorchid	color_attribute	css_color_4	color	color	high	1	1
mediumpurple	mediumpurple	color_attribute	css_color_4	color	color	high	1	1
mediumseagreen	mediumseagreen	color_attribute	css_color_4	color	color	high	1	1
mediumslateblue	mediumslateblue	color_attribute	css_color_4	color	color	high	1	1
mediumspringgreen	mediumspringgreen	color_attribute	css_color_4	color	color	high	1	1
mediumturquoise	mediumturquoise	color_attribute	css_color_4	color	color	high	1	1
mediumvioletred	mediumvioletred	color_attribute	css_color_4	color	color	high	1	1
mermaid	mermaid	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
mesh	mesh	shape_attribute	vaw	shape	shape	high	1	1
meshed	meshed	texture_attribute	dtd	texture	texture	high	1	1
messy	messy	attribute|order_attribute	ovad|vaw	order|other	order|other	high	2	2
metal	metal	material_attribute	fashionpedia|ovad|paco|vaw	material|non textile material type	material|non textile material type	high	4	4
metallic	metallic	material_attribute	ovad	material	material	high	1	1
micro (length)	micro (length)	size_attribute	fashionpedia	length	length	medium	1	1
midi	midi	size_attribute	fashionpedia	length	length	medium	1	1
midnightblue	midnightblue	color_attribute	css_color_4	color	color	high	1	1
military (coat)	military (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
mini (length)	mini (length)	size_attribute	fashionpedia	length	length	medium	1	1
mintcream	mintcream	color_attribute	css_color_4	color	color	high	1	1
mistyrose	mistyrose	color_attribute	css_color_4	color	color	high	1	1
moccasin	moccasin	color_attribute	css_color_4	color	color	high	1	1
monochromatic	monochromatic	color_attribute	vaw	color quantity	color quantity	high	1	1
moss covered	moss covered	texture_attribute	vaw	texture	texture	high	1	1
muddy	muddy	condition_attribute|material_attribute	ovad|vaw	cleanliness|material	cleanliness|material	high	2	2
multicolored	multicolored	color_attribute	ovad|vaw	color quantity	color quantity	high	2	2
murky	murky	color_attribute	vaw	color	color	high	1	1
napoleon (lapel)	napoleon (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
narrow	narrow	size_attribute	vaw	width	width	high	1	1
navajowhite	navajowhite	color_attribute	css_color_4	color	color	high	1	1
navy	navy	color_attribute	css_color_4	color	color	high	1	1
navy blue	navy blue	color_attribute	vaw	color	color	high	1	1
neat	neat	condition_attribute	ovad	cleanliness	cleanliness	high	1	1
nehru (jacket)	nehru (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
neon green	neon green	color_attribute	vaw	color	color	high	1	1
neutral	neutral	expression_attribute	ovad	face expression	face expression	high	1	1
new	new	condition_attribute	vaw	newness	newness	high	1	1
nightgown	nightgown	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
no non textile material	no non textile material	material_attribute	fashionpedia	non textile material type	non textile material type	medium	1	1
no opening	no opening	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	1	1
no special manufacturing technique	no special manufacturing technique	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
no waistline	no waistline	clothing_cut_attribute	fashionpedia	waistline	waistline	medium	1	1
norfolk (jacket)	norfolk (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
normal waist	normal waist	clothing_cut_attribute	fashionpedia	waistline	waistline	medium	1	1
notched (lapel)	notched (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
octagonal	octagonal	shape_attribute	vaw	shape	shape	high	1	1
off	off	attribute|state_attribute	ovad|vaw	other|state	other|state	high	2	2
off the shoulder	off the shoulder	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
off white	off white	color_attribute	vaw	color	color	high	1	1
old	old	age_attribute|condition_attribute	ovad|vaw	maturity|newness	maturity|newness	high	2	3
oldlace	oldlace	color_attribute	css_color_4	color	color	high	1	1
olive	olive	color_attribute	css_color_4	color	color	high	1	1
olive green	olive green	color_attribute	vaw	color	color	high	1	1
olivedrab	olivedrab	color_attribute	css_color_4	color	color	high	1	1
on	on	state_attribute	ovad	state	state	high	1	1
on ground	on ground	context_attribute	vaw	place	place	high	1	1
on the wall	on the wall	context_attribute	vaw	place	place	high	1	1
one	one	group_attribute	ovad	group	group	high	1	1
one shoulder	one shoulder	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
opaque	opaque	opacity_attribute	ovad|paco|vaw	opaqeness|optical property|transparency	opaqeness|optical property|transparency	high	3	3
open	open	state_attribute	ovad|vaw	state	state	high	2	2
orange	orange	color_attribute	css_color_4|ovad|paco|vaw	clothes color|color|hair color	color	high	4	6
orangered	orangered	color_attribute	css_color_4	color	color	high	1	1
orchid	orchid	color_attribute	css_color_4	color	color	high	1	1
ordered	ordered	order_attribute	ovad	order	order	high	1	1
organized	organized	order_attribute	ovad	order	order	high	1	1
outdoors	outdoors	context_attribute	vaw	location	location	high	1	1
oval (neck)	oval (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
oval shaped	oval shaped	shape_attribute	vaw	shape	shape	high	1	1
overcast	overcast	weather_attribute	vaw	weather	weather	high	1	1
oversized	oversized	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
oversized (collar)	oversized (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
oversized (lapel)	oversized (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
paddling	paddling	activity_attribute	vaw	activity	activity	high	1	1
paisley	paisley	pattern_attribute|texture_attribute	dtd|fashionpedia	textile pattern|texture	textile pattern|texture	high	2	2
pale blue	pale blue	color_attribute	vaw	color	color	high	1	1
pale green	pale green	color_attribute	vaw	color	color	high	1	1
palegoldenrod	palegoldenrod	color_attribute	css_color_4	color	color	high	1	1
palegreen	palegreen	color_attribute	css_color_4	color	color	high	1	1
paleturquoise	paleturquoise	color_attribute	css_color_4	color	color	high	1	1
palevioletred	palevioletred	color_attribute	css_color_4	color	color	high	1	1
papayawhip	papayawhip	color_attribute	css_color_4	color	color	high	1	1
paper	paper	material_attribute	ovad|paco|vaw	material	material	high	3	3
parka	parka	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
partly cloudy	partly cloudy	weather_attribute	vaw	weather	weather	high	1	1
patch (pocket)	patch (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
patterned	patterned	pattern_attribute	vaw	pattern	pattern	high	1	1
pea (coat)	pea (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
pea (jacket)	pea (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
peachpuff	peachpuff	color_attribute	css_color_4	color	color	high	1	1
peacock	peacock	motif_attribute	fashionpedia	animal	animal	medium	1	1
peak (lapel)	peak (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
peasant (top)	peasant (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
pebbled	pebbled	material_attribute	ovad|vaw	material	material	high	2	2
peg	peg	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
peg (pants)	peg (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
pencil	pencil	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
peplum	peplum	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
perforated	perforated	pattern_attribute|textile_finish_attribute|texture_attribute	dtd|fashionpedia|paco	pattern marking|textile finishing, manufacturing techniques|texture	pattern marking|textile finishing, manufacturing techniques|texture	high	3	3
peru	peru	color_attribute	css_color_4	color	color	high	1	1
peter pan (collar)	peter pan (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
piece	piece	attribute|state_attribute	ovad|vaw	other|state	other|state	high	2	2
pink	pink	color_attribute	css_color_4|ovad|paco|vaw	clothes color|color|hair color	color	high	4	6
pinstriped	pinstriped	pattern_attribute	ovad|vaw	clothes pattern|pattern	pattern	high	2	3
pitted	pitted	texture_attribute	dtd	texture	texture	high	1	1
plaid	plaid	pattern_attribute	ovad|vaw	clothes pattern|pattern	pattern	high	2	3
plain	plain	attribute|pattern_attribute	ovad|paco|vaw	clothes pattern|other|pattern|pattern marking	other|pattern|pattern marking	high	3	4
plain (pattern)	plain (pattern)	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	1	1
plant	plant	pattern_attribute	fashionpedia	textile pattern	textile pattern	medium	1	1
plastic	plastic	material_attribute	fashionpedia|ovad|paco|vaw	material|non textile material type	material|non textile material type	high	4	4
playing	playing	activity_attribute	vaw	activity	activity	high	1	1
playing baseball	playing baseball	activity_attribute	vaw	sport activity	sport activity	high	1	1
playing football	playing football	activity_attribute	vaw	sport activity	sport activity	high	1	1
playing frisbee	playing frisbee	activity_attribute	vaw	sport activity	sport activity	high	1	1
playing tennis	playing tennis	activity_attribute	vaw	sport activity	sport activity	high	1	1
pleat	pleat	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
pleated	pleated	texture_attribute	dtd	texture	texture	high	1	1
plum	plum	color_attribute	css_color_4	color	color	high	1	1
plunging (neckline)	plunging (neckline)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
plush	plush	material_attribute	ovad|vaw	material	material	high	2	2
poet (sleeve)	poet (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
pointing	pointing	activity_attribute	vaw	hand movement	hand movement	high	1	1
pointy	pointy	shape_attribute	vaw	shape	shape	high	1	1
polka dotted	polka dotted	pattern_attribute|texture_attribute	dtd|vaw	pattern|texture	pattern|texture	high	2	2
polo (collar)	polo (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
polo (shirt)	polo (shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
polymer	polymer	material_attribute	ovad	material	material	high	1	1
polymers	polymers	material_attribute	ovad	material	material	high	1	1
porcelain	porcelain	material_attribute	ovad|vaw	material	material	high	2	2
porous	porous	texture_attribute	dtd	texture	texture	high	1	1
posing	posing	activity_attribute	vaw	activity	activity	high	1	1
potholed	potholed	texture_attribute	dtd	texture	texture	high	1	1
powderblue	powderblue	color_attribute	css_color_4	color	color	high	1	1
prairie (skirt)	prairie (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
printed	printed	attribute|textile_finish_attribute	fashionpedia|vaw	other|textile finishing, manufacturing techniques	other|textile finishing, manufacturing techniques	medium	2	2
puff (sleeve)	puff (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
puffer (coat)	puffer (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
puffer (jacket)	puffer (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
purple	purple	color_attribute	css_color_4|paco|vaw	color	color	high	3	3
purplish	purplish	color_attribute	vaw	color	color	high	1	1
queen anne (neck)	queen anne (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
quilted	quilted	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
raglan (sleeve)	raglan (sleeve)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
raglan (t shirt)	raglan (t shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
rah rah (skirt)	rah rah (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
rainbow colored	rainbow colored	color_attribute	vaw	color quantity	color quantity	high	1	1
raincoat	raincoat	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
rainy	rainy	weather_attribute	vaw	weather	weather	high	1	1
rattan	rattan	material_attribute	paco	material	material	high	1	1
raw	raw	attribute|food_state_attribute	ovad|vaw	cooked|other	cooked|other	high	2	2
reading	reading	activity_attribute	vaw	activity	activity	high	1	1
rebeccapurple	rebeccapurple	color_attribute	css_color_4	color	color	high	1	1
rectangular	rectangular	shape_attribute	vaw	shape	shape	high	1	1
red	red	color_attribute	css_color_4|ovad|paco|vaw	clothes color|color|hair color	color	high	4	6
red brick	red brick	material_attribute	vaw	material	material	high	1	1
red haired	red haired	color_attribute	vaw	hair color	hair color	high	1	1
red lettered	red lettered	color_attribute	vaw	letter color	letter color	high	1	1
red striped	red striped	pattern_attribute	vaw	pattern	pattern	high	1	1
reddish	reddish	color_attribute	vaw	color	color	high	1	1
reflective	reflective	attribute|opacity_attribute	ovad|vaw	optical property|other	optical property|other	high	2	2
regular (collar)	regular (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
regular (fit)	regular (fit)	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	1	1
resting	resting	activity_attribute	vaw	activity	activity	high	1	1
riding	riding	activity_attribute	vaw	activity	activity	high	1	1
riding bike	riding bike	activity_attribute	vaw	activity	activity	high	1	1
riding horse	riding horse	activity_attribute	vaw	activity	activity	high	1	1
ringer (t shirt)	ringer (t shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
rivet(a)	rivet(a)	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
robe	robe	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
rocky	rocky	material_attribute	ovad|vaw	material	material	high	2	2
roll up (shorts)	roll up (shorts)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
rosybrown	rosybrown	color_attribute	css_color_4	color	color	high	1	1
rough	rough	texture_attribute	ovad|vaw	texture	texture	high	2	2
round	round	shape_attribute	vaw	shape	shape	high	1	1
round (neck)	round (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
rounded	rounded	shape_attribute	vaw	shape	shape	high	1	1
royalblue	royalblue	color_attribute	css_color_4	color	color	high	1	1
rubber	rubber	material_attribute	fashionpedia|ovad|vaw	material|non textile material type	material|non textile material type	high	3	3
ruched	ruched	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
rugby (shirt)	rugby (shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
ruined	ruined	state_attribute	ovad	state	state	high	1	1
running	running	activity_attribute|pose_attribute	vaw	activity|pose|sport activity	activity|pose|sport activity	high	1	3
rust colored	rust colored	color_attribute	vaw	color	color	high	1	1
sad	sad	expression_attribute	ovad|vaw	face expression	face expression	high	2	2
saddlebrown	saddlebrown	color_attribute	css_color_4	color	color	high	1	1
safari (jacket)	safari (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
sailor (collar)	sailor (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
sailor (pants)	sailor (pants)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
sailor (shirt)	sailor (shirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
salmon	salmon	color_attribute	css_color_4	color	color	high	1	1
sand colored	sand colored	color_attribute	vaw	color	color	high	1	1
sandy	sandy	material_attribute	ovad|vaw	material	material	high	2	2
sandybrown	sandybrown	color_attribute	css_color_4	color	color	high	1	1
sarong (skirt)	sarong (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
scaly	scaly	texture_attribute	dtd	texture	texture	high	1	1
scoop (neck)	scoop (neck)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
seagreen	seagreen	color_attribute	css_color_4	color	color	high	1	1
seam (pocket)	seam (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
seashell	seashell	color_attribute	css_color_4	color	color	high	1	1
sequin(a)	sequin(a)	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
serious	serious	expression_attribute	ovad|vaw	face expression	face expression	high	2	2
set in sleeve	set in sleeve	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
shallow	shallow	size_attribute	vaw	depth	depth	high	1	1
shawl (lapel)	shawl (lapel)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
shearling	shearling	material_attribute	fashionpedia	leather	leather	medium	1	1
shearling (coat)	shearling (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
sheath (dress)	sheath (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
sheath (skirt)	sheath (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
shift (dress)	shift (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
shirt (collar)	shirt (collar)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
shirt (dress)	shirt (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
short	short	size_attribute	ovad|vaw	hair length|height|length	height|length	high	2	4
short (length)	short (length)	size_attribute	fashionpedia	length	length	medium	1	1
short (shorts)	short (shorts)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
sienna	sienna	color_attribute	css_color_4	color	color	high	1	1
silk	silk	material_attribute	ovad|vaw	material	material	high	2	2
silver	silver	color_attribute|material_attribute	css_color_4|ovad|vaw	color|material	color|material	high	3	3
single	single	group_attribute	ovad	group	group	high	1	1
single breasted	single breasted	clothing_opening_attribute	fashionpedia	opening type	opening type	medium	1	1
single colored	single colored	color_attribute	ovad	color quantity	color quantity	high	1	1
sit	sit	spatial_attribute	ovad	position	position	high	1	1
sitting	sitting	pose_attribute|spatial_attribute	ovad|vaw	pose|position	pose|position	high	2	2
skateboarding	skateboarding	activity_attribute	vaw	sport activity	sport activity	high	1	1
skater (dress)	skater (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
skater (skirt)	skater (skirt)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
skating	skating	activity_attribute	vaw	sport activity	sport activity	high	1	1
skiing	skiing	activity_attribute	vaw	sport activity	sport activity	high	1	1
skinny	skinny	size_attribute	vaw	fatness|size	fatness|size	high	1	2
skort	skort	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
skyblue	skyblue	color_attribute	css_color_4	color	color	high	1	1
slanted	slanted	orientation_attribute	vaw	orientation	orientation	high	1	1
slash (pocket)	slash (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
slateblue	slateblue	color_attribute	css_color_4	color	color	high	1	1
slategray	slategray	color_attribute	css_color_4	color	color	high	1	1
slategrey	slategrey	color_attribute	css_color_4	color	color	high	1	1
sleek	sleek	texture_attribute	ovad	texture	texture	high	1	1
sleeping	sleeping	activity_attribute|expression_attribute	ovad|vaw	activity|face expression	activity|face expression	high	2	2
sleepy	sleepy	expression_attribute	ovad|vaw	face expression	face expression	high	2	2
sleeveless	sleeveless	attribute|size_attribute	fashionpedia|vaw	length|other	length|other	medium	2	2
slender	slender	size_attribute	vaw	fatness	fatness	high	1	1
slim	slim	size_attribute	vaw	fatness|size|width	fatness|size|width	high	1	3
slip (dress)	slip (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
slit	slit	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
small	small	size_attribute	ovad|vaw	size	size	high	2	2
smaller	smaller	size_attribute	vaw	size comparison	size comparison	high	1	1
smeared	smeared	texture_attribute	dtd	texture	texture	high	1	1
smiling	smiling	expression_attribute	ovad|vaw	face expression	face expression	high	2	2
smirking	smirking	expression_attribute	vaw	face expression	face expression	high	1	1
smock (top)	smock (top)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	1	1
smocking	smocking	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	1	1
smooth	smooth	texture_attribute	ovad|vaw	texture	texture	high	2	2
snakeskin	snakeskin	material_attribute	fashionpedia	leather	leather	medium	1	1
snakeskin (pattern)	snakeskin (pattern)	motif_attribute	fashionpedia	animal	animal	medium	1	1
snow	snow	color_attribute	css_color_4	color	color	high	1	1
snowboarding	snowboarding	activity_attribute	vaw	sport activity	sport activity	high	1	1
snowy	snowy	material_attribute	vaw	material	material	high	1	1
soft	soft	texture_attribute	ovad|vaw	hardness|texture	hardness|texture	high	2	2
sole	sole	group_attribute	ovad	group	group	high	1	1
speckled	speckled	pattern_attribute	ovad|vaw	clothes pattern|pattern	pattern	high	2	3
spherical	spherical	shape_attribute	vaw	shape	shape	high	1	1
spiky	spiky	shape_attribute	vaw	shape	shape	high	1	1
spiral	spiral	shape_attribute	vaw	shape	shape	high	1	1
spiralled	spiralled	texture_attribute	dtd	texture	texture	high	1	1
spotted	spotted	pattern_attribute	ovad|vaw	clothes pattern|pattern	pattern	high	2	3
springgreen	springgreen	color_attribute	css_color_4	color	color	high	1	1
sprinkled	sprinkled	attribute|texture_attribute	dtd|vaw	other|texture	other|texture	high	2	2
square	square	shape_attribute	vaw	shape	shape	high	1	1
square (neckline)	square (neckline)	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	1	1
squatting	squatting	pose_attribute	vaw	pose	pose	high	1	1
stained	stained	condition_attribute|texture_attribute	dtd|vaw	cleanliness|texture	cleanliness|texture	high	2	2
stainless steel	stainless steel	material_attribute	ovad|vaw	material	material	high	2	2
